form	lemma	POS	morph
ཐུན་	ཐུན་	NOUN
ཀྱང་	ཀྱང་	PART
འོད་དམར་པོ་	འོད་དམར་པོ་	NO_POS
འི་	གི་	PART
ཕུང་པོ་	ཕུང་པོ་	NOUN
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
།		PUNCT
ལྟེ་བ་	ལྟེ་བ་	NOUN
འི་	གི་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	PART
མཁའ་སྤྱོད་	མཁའ་སྤྱོད་	NOUN
དུ་	ལ་	PART
འབྱོན་པ་	འབྱོན་པ་	VERB
ལ་	ལ་	PART
རིངས་པ་	རིངས་པ་	VERB
ས་	གིས་	PART
ཡ་	ཡ་	OTHER
བྱོན་	བྱོན་	VERB
རིམ་བཞིན་	རིམ་བཞིན་	NO_POS
དབུ་མ་	དབུ་མ་	PROPN
དབུ་	དབུ་	NOUN
གཙུག་	གཙུག་	NOUN
དང་	དང་	NO_POS
།		PUNCT
རོ་	རོ་	NOUN
རྐྱང་	རྐྱང་	OTHER
གཉིས་	གཉིས་	NUM
ཀྱང་	ཀྱང་	PART
ཞབས་	ཞབས་	NOUN
མཐིལ་	མཐིལ་	NOUN
ལ་	ལ་	PART
ཐིམ་པ་	ཐིམ་པ་	VERB
ས་	གིས་	PART
ཇེ་	ཇེ་	OTHER
ཆུང་	ཆུང་	VERB
དུ་	ལ་	PART
གྱུར་	གྱུར་	VERB
ཅིང་	ཅིང་	PART
།		PUNCT
ཕྱི་	ཕྱི་	NOUN
དབྱིབས་	དབྱིབས་	NOUN
ཀྱི་	གི་	PART
ལུས་	ལུས་	NOUN
ཀྱང་	ཀྱང་	PART
རིམ་པ་	རིམ་པ་	NOUN
ར་	ལ་	PART
ཐིམ་	ཐིམ་	NO_POS
།		PUNCT
སྤྱི་གཙུག་	སྤྱི་གཙུག་	NOUN
ཏུ་	ལ་	PART
བྱོན་པ་	བྱོན་པ་	VERB
དང་	དང་	NO_POS
རྩ་	རྩ་	NUM
དང་	དང་	NO_POS
ལུས་	ལུས་	NOUN
ལྷག་མ་	ལྷག་མ་	NOUN
མ་ལུས་པ་	མ་ལུས་པ་	OTHER
ཐིམ་	ཐིམ་	NO_POS
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
རྐྱེན་	རྐྱེན་	NOUN
གྱིས་	གིས་	PART
རང་སེམས་	རང་སེམས་	NOUN
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	PART
རྩལ་པོ་ཆེ་	རྩལ་པོ་ཆེ་	NO_POS
འི་	གི་	PART
མདའ་	མདའ་	NOUN
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
ལ་	ལ་	PART
འཕངས་པ་	འཕངས་པ་	VERB
བཞིན་	བཞིན་	NOUN
མཁའ་སྤྱོད་	མཁའ་སྤྱོད་	NOUN
དུ་	ལ་	PART
གཤེགས་	གཤེགས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
འོད་གསལ་	འོད་གསལ་	NOUN
སྟོང་ཉིད་	སྟོང་ཉིད་	NOUN
ཀྱི་	གི་	PART
ངང་	ངང་	NOUN
དུ་	ལ་	PART
ཐིམ་པ་	ཐིམ་པ་	VERB
ར་	ལ་	PART
བསམས་	བསམས་	VERB
ལ་	ལ་	PART
གསལ་སྟོང་	གསལ་སྟོང་	NO_POS
ཟུང་འཇུག་	ཟུང་འཇུག་	NOUN
གི་	གི་	PART
དབྱིངས་	དབྱིངས་	NOUN
སུ་	ལ་	PART
མཉམ་པ་	མཉམ་པ་	VERB
ར་	ལ་	PART
བཞག་	བཞག་	VERB
སླར་ཡང་	སླར་ཡང་	OTHER
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
ན་	ནས་	PART
རང་སེམས་	རང་སེམས་	NOUN
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	NOUN
གསལ་བ་	གསལ་བ་	VERB
དེ་ཉིད་	དེ་ཉིད་	NOUN
ཐོལ་	ཐོལ་	ADV
གྱིས་	གིས་	PART
བྱུང་	བྱུང་	VERB
།		PUNCT
རང་གནས་	རང་གནས་	NOUN
སུ་	ལ་	PART
བབས་པ་	བབས་པ་	VERB
དང་	དང་	NO_POS
ཕྱི་	ཕྱི་	NOUN
འི་	གི་	PART
ལུས་	ལུས་	NOUN
དང་	དང་	NO_POS
རྩ་	རྩ་	NUM
སོགས་	སོགས་	DET
ཀྱང་	ཀྱང་	PART
སྔར་བཞིན་	སྔར་བཞིན་	NO_POS
གྲུབ་པ་	གྲུབ་པ་	VERB
ར་	ལ་	PART
བསམས་	བསམས་	VERB
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བུ་ཚ་	བུ་ཚ་	NOUN
ར་	ལ་	PART
གཅིག་	གཅིག་	NUM
གམ་	གམ་	PART
།		PUNCT
བདུན་	བདུན་	NUM
ནམ་	གམ་	PART
།		PUNCT
གསུམ་	གསུམ་	NUM
སོགས་	སོགས་	DET
སྐབས་	སྐབས་	NOUN
དང་	དང་	NO_POS
སྦྱར་	སྦྱར་	VERB
ལ་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། ། ༈		PUNCT
བལ་ཡུལ་	བལ་ཡུལ་	PROPN
མཆོད་རྟེན་	མཆོད་རྟེན་	NOUN
ཉེ་འདབས་	ཉེ་འདབས་	NO_POS
ན་	ནས་	PART
རྒྱལ་	རྒྱལ་	VERB
ཡོངས་	ཡོངས་	DET
ས་	ས་	ADP
ཆེན་	ཆེན་	NO_POS
ཞེས་་	ཞེས་པ་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
སློབ་བུ་	སློབ་བུ་	OTHER
ཐ་ཤལ་པ་	ཐ་ཤལ་པ་	ADJ
གུ་རུ་	གུ་རུ་	PROPN
ས་	གིས་	PART
སྤེལ་བ་	སྤེལ་བ་	VERB
འོ་	གོ་	PART
།།		PUNCT
